         Time[s],            X[m],            Y[m],          u[m/s],          v[m/s],        Yaw[deg],  yawrate[deg/s],        rud[deg],        cpp[deg],         log[kt],      o_rud[deg],      o_cpp[deg],
 2.04000000e+002,-1.66870102e+002,-5.72703986e+001, 1.79150667e+000,-1.01320640e-001, 1.70097075e-001, 1.60812072e+002,-1.50000000e+001, 8.76451344e-001, 3.48797533e+000,-1.50000000e+001, 3.83332591e+000,
 2.05000000e+002,-1.68527131e+002,-5.65900022e+001, 1.78400959e+000,-9.76927236e-002, 1.57424574e-001, 1.60977540e+002,-1.50000000e+001, 1.18804975e+000, 3.47303279e+000,-1.50000000e+001, 4.26244509e+000,
 2.06000000e+002,-1.70181013e+002,-5.59199069e+001, 1.77885957e+000,-9.38298911e-002, 1.42674106e-001, 1.61129564e+002,-1.50000000e+001, 1.50040596e+000, 3.46263333e+000,-1.50000000e+001, 4.57153768e+000,
 2.07000000e+002,-1.71833856e+002,-5.52591538e+001, 1.77608755e+000,-8.96988782e-002, 1.25828559e-001, 1.61266058e+002,-1.50000000e+001, 1.81223774e+000, 3.45683812e+000,-1.50000000e+001, 4.75210865e+000,
 2.08000000e+002,-1.73487773e+002,-5.46067661e+001, 1.77569398e+000,-8.52706015e-002, 1.06897857e-001, 1.61384934e+002,-1.50000000e+001, 2.12193542e+000, 3.45565048e+000,-1.50000000e+001, 4.76411651e+000,
 2.09000000e+002,-1.75144888e+002,-5.39617692e+001, 1.77766714e+000,-8.05181542e-002, 8.59017140e-002, 1.61484055e+002,-1.50000000e+001, 2.42622952e+000, 3.45905128e+000,-1.50000000e+001, 4.47867024e+000,
 2.10000000e+002,-1.76807306e+002,-5.33231464e+001, 1.78196614e+000,-7.54192933e-002, 6.28902427e-002, 1.61561345e+002,-1.50000000e+001, 2.69334745e+000, 3.46696607e+000,-1.50000000e+001, 2.26168354e+000,
 2.11000000e+002,-1.78476993e+002,-5.26898489e+001, 1.78821125e+000,-7.00013776e-002, 3.84142969e-002, 1.61614951e+002,-1.50000000e+001, 2.43768469e+000, 3.47866690e+000,-1.50000000e+001, 5.19103649e-001,
 2.12000000e+002,-1.80154941e+002,-5.20610096e+001, 1.79433881e+000,-6.45446430e-002, 1.55164911e-002, 1.61644442e+002,-1.50000000e+001, 2.14222250e+000, 3.49017145e+000,-1.50000000e+001, 1.45711161e-001,
 2.13000000e+002,-1.81840128e+002,-5.14361455e+001, 1.79890754e+000,-5.92661807e-002,-3.96152833e-003, 1.61652292e+002,-1.50000000e+001, 1.84712256e+000, 3.49869375e+000,-1.50000000e+001, 5.69569671e-003,
 2.14000000e+002,-1.83530580e+002,-5.08150158e+001, 1.80146640e+000,-5.42483882e-002,-1.98104609e-002, 1.61642062e+002,-1.50000000e+001, 1.55769487e+000, 3.50335791e+000,-1.50000000e+001, 1.56131141e-003,
 2.15000000e+002,-1.85224078e+002,-5.01975145e+001, 1.80192213e+000,-4.95218305e-002,-3.23350340e-002, 1.61617281e+002,-1.50000000e+001, 1.27745322e+000, 3.50397894e+000,-1.50000000e+001, 4.90387576e-005,
 2.16000000e+002,-1.86918405e+002,-4.95836258e+001, 1.80031414e+000,-4.50961839e-002,-4.19790766e-002, 1.61581106e+002,-1.50000000e+001, 1.00943109e+000, 3.50062846e+000,-1.50000000e+001, 1.91578630e-004,
 2.17000000e+002,-1.88611434e+002,-4.89733990e+001, 1.79673805e+000,-4.09706979e-002,-4.91991660e-002, 1.61536240e+002,-1.50000000e+001, 7.58000578e-001, 3.49348725e+000,-1.50000000e+001, 4.32791759e-005,
 2.18000000e+002,-1.90301164e+002,-4.83669414e+001, 1.79132198e+000,-3.71380028e-002,-5.44271127e-002, 1.61484928e+002,-1.50000000e+001, 5.29696440e-001, 3.48279962e+000,-1.50000000e+001, 1.99676563e-006,
 2.19000000e+002,-1.91985746e+002,-4.77643890e+001, 1.78423666e+000,-3.35836349e-002,-5.80775843e-002, 1.61429002e+002,-1.50000000e+001, 3.33984204e-001, 3.46889293e+000,-1.50000000e+001, 1.51729821e-009,
 2.20000000e+002,-1.93663580e+002,-4.71658664e+001, 1.77571455e+000,-3.02845144e-002,-6.05604596e-002, 1.61369905e+002,-1.50000000e+001, 1.82373438e-001, 3.45221491e+000,-1.50000000e+001, 3.68994118e-009,
 2.21000000e+002,-1.95333309e+002,-4.65715001e+001, 1.76604737e+000,-2.72113376e-002,-6.22753575e-002, 1.61308649e+002,-1.50000000e+001, 8.33204742e-002, 3.43332893e+000,-1.50000000e+001, 0.00000000e+000,
 2.22000000e+002,-1.96993894e+002,-4.59813751e+001, 1.75558566e+000,-2.43287732e-002,-6.36097590e-002, 1.61245852e+002,-1.50000000e+001, 3.21123585e-002, 3.41291317e+000,-1.50000000e+001, 0.00000000e+000,
 2.23000000e+002,-1.98644655e+002,-4.53955143e+001, 1.74468184e+000,-2.16005981e-002,-6.48929665e-002, 1.61181764e+002,-1.50000000e+001, 1.10631659e-002, 3.39165011e+000,-1.50000000e+001, 0.00000000e+000,
 2.24000000e+002,-2.00285231e+002,-4.48138732e+001, 1.73361089e+000,-1.89963435e-002,-6.63430862e-002, 1.61116342e+002,-1.50000000e+001, 3.61605970e-003, 3.37007229e+000,-1.50000000e+001, 0.00000000e+000,
 2.25000000e+002,-2.01915492e+002,-4.42363573e+001, 1.72253943e+000,-1.64940599e-002,-6.80618639e-002, 1.61049374e+002,-1.50000000e+001, 1.15821747e-003, 3.34850228e+000,-1.50000000e+001, 0.00000000e+000,
 2.26000000e+002,-2.03535437e+002,-4.36628403e+001, 1.71155033e+000,-1.40787665e-002,-7.00720992e-002, 1.60980579e+002,-1.50000000e+001, 3.68174000e-004, 3.32710023e+000,-1.50000000e+001, 0.00000000e+000,
 2.27000000e+002,-2.05145102e+002,-4.30931887e+001, 1.70067948e+000,-1.17400011e-002,-7.23578610e-002, 1.60909665e+002,-1.50000000e+001, 1.16964365e-004, 3.30593521e+000,-1.50000000e+001, 0.00000000e+000,
 2.28000000e+002,-2.06744546e+002,-4.25272632e+001, 1.68994055e+000,-9.46981858e-003,-7.48884086e-002, 1.60836361e+002,-1.50000000e+001, 3.73238199e-005, 3.28503320e+000,-1.50000000e+001, 0.00000000e+000,
 2.29000000e+002,-2.08333906e+002,-4.19648974e+001, 1.67933672e+000,-7.26136089e-003,-7.76285340e-002, 1.60760446e+002,-1.50000000e+001, 1.18985349e-005, 3.26439996e+000,-1.50000000e+001, 0.00000000e+000,
 2.30000000e+002,-2.09913278e+002,-4.14059407e+001, 1.66886801e+000,-5.10912410e-003,-8.05460897e-002, 1.60681722e+002,-1.49999991e+001, 3.78980429e-006, 3.24403509e+000,-1.49999449e+001, 0.00000000e+000,
 2.31000000e+002,-2.11482753e+002,-4.08502454e+001, 1.65853451e+000,-3.01144886e-003,-8.35784302e-002, 1.60600025e+002,-1.42145976e+001, 1.20601912e-006, 3.22393848e+000,-2.21907368e+000, 0.00000000e+000,
 2.32000000e+002,-2.13042429e+002,-4.02976205e+001, 1.64840135e+000,-1.11869216e-003,-8.50838710e-002, 1.60515658e+002,-1.01996950e+001, 3.83494097e-007, 3.20423663e+000, 1.03720992e+001, 2.92697047e-009,
 2.33000000e+002,-2.14592414e+002,-3.97477037e+001, 1.63849543e+000, 4.20214692e-004,-8.37423701e-002, 1.60430858e+002,-5.91626382e+000, 3.00068999e-008, 3.18498042e+000, 1.44441105e+001, 2.84783807e-008,
 2.34000000e+002,-2.16132802e+002,-3.92001257e+001, 1.62877165e+000, 1.58421118e-003,-7.97002070e-002, 1.60348438e+002,-1.71904643e+000,-7.23579258e-008, 3.16608030e+000, 1.49868649e+001, 1.19404210e-008,
 2.35000000e+002,-2.17663664e+002,-3.86545948e+001, 1.61918458e+000, 2.37184128e-003,-7.32593764e-002, 1.60270984e+002, 2.25252073e+000, 9.56651665e-008, 3.14744640e+000, 1.49999798e+001, 0.00000000e+000,
 2.36000000e+002,-2.19185037e+002,-3.81109020e+001, 1.60969646e+000, 2.79254303e-003,-6.47708421e-002, 1.60200779e+002, 5.89699347e+000, 5.57736960e-008, 3.12900430e+000, 1.49999999e+001, 0.00000000e+000,
 2.37000000e+002,-2.20696933e+002,-3.75689195e+001, 1.60028029e+000, 2.86621074e-003,-5.46290720e-002, 1.60139761e+002, 9.07941740e+000, 2.01275519e-008, 3.11070101e+000, 1.49999993e+001, 0.00000000e+000,
 2.38000000e+002,-2.22199446e+002,-3.70285791e+001, 1.59092237e+000, 2.62912163e-003,-4.33106045e-002, 1.60089365e+002, 1.16270369e+001, 6.65083445e-009, 3.09250991e+000, 1.50000000e+001, 0.00000000e+000,
 2.39000000e+002,-2.23692637e+002,-3.64898913e+001, 1.58162551e+000, 2.13097922e-003,-3.13651328e-002, 1.60050564e+002, 1.33816184e+001, 2.14296627e-009, 3.07443683e+000, 1.50000000e+001, 0.00000000e+000,
 2.40000000e+002,-2.25176603e+002,-3.59529290e+001, 1.57240602e+000, 1.43210046e-003,-1.93714303e-002, 1.60023761e+002, 1.38928087e+001, 6.84740218e-010, 3.05651405e+000, 9.69465198e-001, 0.00000000e+000,
 2.41000000e+002,-2.26651499e+002,-3.54178381e+001, 1.56334920e+000, 7.34140384e-004,-9.32666778e-003, 1.60008486e+002, 9.71986123e+000, 2.18077422e-010, 3.03890807e+000,-1.45191812e+001, 0.00000000e+000,
 2.42000000e+002,-2.28117651e+002,-3.48849292e+001, 1.55451095e+000, 2.55076891e-004,-3.06037290e-003, 1.60001812e+002, 5.36124009e+000, 6.93338597e-011, 3.02172759e+000,-1.49998505e+001, 0.00000000e+000,
 2.43000000e+002,-2.29575393e+002,-3.43545375e+001, 1.54584247e+000, 2.13737839e-005,-2.43504303e-004, 1.60000068e+002, 1.18026577e+000, 2.20187532e-011, 3.00487737e+000,-1.49999998e+001, 0.00000000e+000,
 2.44000000e+002,-2.30000000e+002,-3.42000000e+001, 1.54333333e+000, 2.76228277e-017, 9.32788092e-018, 1.60000000e+002,-8.09922669e-016, 0.00000000e+000, 3.00000000e+000,-1.50000000e-001, 0.00000000e+000,
